roundid,formula1,formula2,formula3,formula4,result
1703502284.109663,B,A,B,B,Player A
1703329101.4049423,B,B,Null,B,Player B
1703372935.1532192,B,A,A,B,Player B
1703560056.4488566,B,A,Null,A,Player B
1703334986.582844,A,A,Null,A,Player A
1702949822.853899,B,A,Null,A,Player A
1703547705.21892,B,B,Null,B,Player B
1702967472.0614629,B,B,Null,B,Player A
1703016178.4081733,B,A,Null,A,Player B
1704307279.3706834,B,A,A,B,Player A
1703559964.423072,B,A,B,B,Player B
1704237833.406079,A,A,Null,B,Player B
1703430475.5915692,B,A,A,B,Player A
1702800984.8456702,A,A,Null,B,Player A
1703065845.0066354,B,B,Null,B,Player A
1703908110.9826963,B,B,Null,B,Player A
1702933996.584524,B,A,Null,B,Player B
1703703507.5613854,B,B,Null,B,Player A
1703675766.2319925,B,A,B,B,Player B
1702813074.8807135,B,A,Null,B,Player A
1704228435.333561,B,A,A,B,Player A
1703239938.7355561,B,B,Null,B,Player A
1703122262.1651573,B,A,Null,B,Player A
1703165640.9332023,B,A,B,B,Player A
1702787911.0421388,B,A,Null,A,Player A
1703844769.5597584,B,A,Null,B,Player A
1703279894.5704272,B,B,Null,B,Player A
1703302091.5306656,B,A,A,B,Player B
1703781514.3256996,B,B,Null,B,Player A
1703318596.633366,B,A,Null,A,Player A
1704080550.0005531,B,A,Null,B,Player B
1703397681.0950458,B,B,Null,B,Player B
1703883591.5241275,A,A,Null,B,Player A
1704055518.7087064,B,A,Null,B,Player A
1704021458.836054,B,B,Null,B,Player B
1703683688.363373,B,A,Null,B,Player B
1703431585.9647563,B,B,Null,B,Player A
1704340655.4765334,B,A,A,B,Player B
1704046859.7572584,B,A,Null,B,Player B
1702809354.881286,B,A,Null,B,Player B
1704142015.394092,B,A,A,B,Player B
1704063270.940998,B,B,Null,B,Player B
1702809865.9690812,B,B,Null,B,Player B
1704186016.6774952,B,B,Null,B,Player A
1704142728.4496937,B,A,Null,B,Player A
1703892656.6127045,B,B,Null,B,Player A
1703494523.3518152,B,B,Null,B,Player B
1702960105.8083248,B,A,Null,B,Player A
1702871006.7983809,B,A,B,B,Player B
1703033176.8685617,B,A,Null,B,Player B
1703246103.5966032,B,B,Null,B,Player B
1704074925.429421,B,B,Null,B,Player B
1702965175.2955618,B,A,A,B,Player B
1703749842.8697035,B,A,Null,B,Player A
1703838883.4061575,B,A,Null,B,Player A
1704189792.6320922,B,A,Null,A,Player A
1703943350.145451,B,A,Null,B,Player B
1702828558.232924,B,A,Null,B,Player A
1704244401.7539582,B,A,Null,B,Player A
1702907910.7469947,B,B,Null,B,Player B
1703123108.9018388,A,A,Null,A,Player A
1703723484.9189394,B,A,B,B,Player B
1703152925.7875917,B,A,Null,B,Player A
1703417396.278041,B,B,Null,B,Player A
1703371758.3833756,B,B,Null,B,Player B
1703619781.7462442,B,A,Null,B,Player A
1704255197.8209288,B,A,Null,A,Player B
1704098305.3144064,B,A,Null,B,Player A
1703164979.5175211,A,A,Null,A,Player A
1703637865.3543766,B,A,Null,A,Player A
1704297023.2954488,B,A,Null,A,Player A
1704083869.94913,B,A,Null,B,Player A
1703667343.595909,B,B,Null,B,Player A
1703154295.1077948,B,A,Null,B,Player A
1702782377.6598568,B,A,Null,B,Player B
1703112031.0761392,B,A,A,B,Player B
1703860802.5538902,A,A,Null,B,Player A
1704011992.4302845,B,B,Null,B,Player A
1702789849.568414,B,B,Null,B,Player A
1703293600.8095615,B,A,Null,B,Player B
1703657535.5778537,A,A,Null,B,Player B
1702700644.6393816,B,A,B,B,Player B
1703131044.1752048,A,A,Null,B,Player A
1703077616.9339936,B,B,Null,B,Player A
1704096573.8860104,B,A,Null,B,Player A
1704117582.3163269,B,A,B,B,Player A
1702780727.2306073,B,A,Null,B,Player A
1703522292.4879596,B,B,Null,B,Player A
1704018637.1637506,B,A,Null,B,Player A
1703737170.1815817,B,A,Null,B,Player B
1704207375.1834085,B,A,A,B,Player B
1704220592.1075964,B,A,Null,B,Player B
1704123429.965494,B,B,Null,B,Player B
1704207280.069316,B,A,B,B,Player B
1704082178.6469076,B,B,Null,B,Player A
1703321222.0931783,B,A,B,B,Player A
1703384362.2352946,A,A,Null,B,Player B
1703986836.66857,B,A,Null,B,Player A
1703980614.1699853,B,A,Null,B,Player B
1703640609.3236685,B,B,Null,B,Player B
1703719449.8862936,B,B,Null,B,Player B
1703317045.8288085,B,B,Null,B,Player B
1702695497.5308652,B,A,A,B,Player B
1703957250.6446714,B,B,Null,B,Player B
1704057996.0792673,B,A,Null,B,Player B
1703813724.395475,B,A,Null,B,Player B
1703505081.1256945,B,B,Null,B,Player A
1703548545.9894297,B,A,Null,B,Player B
1703718032.2629833,B,A,Null,A,Player A
1704276245.4777048,B,A,Null,B,Player B
1704069852.5118668,B,A,Null,B,Player A
1704198210.9142776,B,B,Null,B,Player A
1703981965.7424884,B,A,Null,B,Player B
1704017626.805909,B,A,B,B,Player B
1704298346.2151964,A,A,Null,B,Player A
1703452807.3623888,B,A,Null,A,Player A
1703738564.6511471,B,A,Null,B,Player A
1702995546.6155522,A,A,Null,A,Player A
1702840341.4076908,B,A,Null,B,Player B
1703481700.252641,B,A,B,B,Player A
1702785443.4791186,B,A,Null,B,Player B
1704311787.4290786,B,A,Null,B,Player A
1703204589.9520078,B,B,Null,B,Player B
1704180720.2573745,B,A,B,B,Player A
1702925715.9421709,B,A,A,B,Player A
1702794995.3495097,A,A,Null,B,Player A
1704128591.852622,B,A,Null,A,Player A
1703523594.5617425,B,B,Null,B,Player A
1703355320.0923047,B,A,B,B,Player A
1702898846.2482805,B,A,B,B,Player A
1702872932.3010314,B,B,Null,B,Player B
1703976224.3461885,B,A,B,B,Player B
1703420363.0250747,B,B,Null,B,Player A
1704322895.939383,B,A,A,B,Player B
1703491723.7970557,B,A,Null,B,Player A
1703205141.9674797,B,A,Null,B,Player A
1702906565.2832413,B,A,Null,B,Player B
1703378459.2176886,B,A,Null,B,Player A
1702971117.4868908,B,A,Null,B,Player B
1704226064.754282,A,A,Null,B,Player B
1703937257.3346348,B,A,Null,B,Player B
1704294918.3154128,B,A,Null,B,Player A
1704156849.5058408,B,A,Null,B,Player B
1704173593.0847628,B,A,Null,B,Player A
1703235067.6996744,B,A,Null,A,Player B
1702955333.8996153,A,A,Null,B,Player B
1703803768.409693,B,A,Null,B,Player A
1704261922.9454174,B,A,B,B,Player B
1703011864.9859624,A,A,Null,B,Player B
1703636863.0713856,B,B,Null,B,Player A
1703182750.3228512,B,B,Null,B,Player A
1703229686.0624242,A,A,Null,B,Player A
1703726168.1326375,B,A,Null,B,Player B
1703938540.4360526,A,A,Null,B,Player A
1703085578.1562948,B,A,Null,B,Player A
1702811917.8062797,A,A,Null,B,Player A
1703162065.6519928,B,A,Null,B,Player B
1703451063.6098683,B,B,Null,B,Player B
1702907069.2716913,B,A,Null,B,Player A
1703031228.4763885,B,A,B,B,Player A
1703895117.9082835,A,A,Null,B,Player B
1703982555.475851,A,A,Null,B,Player A
1704223315.1936126,B,A,Null,B,Player B
1704009129.328132,B,B,Null,B,Player A
1704333379.531172,B,A,A,B,Player A
1702980155.6657348,B,A,Null,B,Player A
1704287200.8353534,B,A,B,B,Player B
1704036771.3470488,B,A,Null,A,Player A
1703160132.325902,B,A,Null,B,Player B
1703409363.537154,B,B,Null,B,Player B
1703236095.4463282,B,A,Null,B,Player A
1704039109.180202,B,A,Null,B,Player A
1703234612.000325,B,B,Null,B,Player A
1702786367.2935367,B,B,Null,B,Player B
1703972248.9381168,A,A,Null,B,Player B
1702792040.5556393,B,A,Null,B,Player B
1703863952.8892007,B,B,Null,B,Player A
1702841848.9075632,B,A,B,B,Player A
1702975416.6041422,B,A,Null,A,Player B
1703777935.572585,B,A,A,B,Player B
1704253903.991119,B,A,Null,B,Player A
1704130098.868542,B,A,Null,B,Player B
1703616573.8877678,B,A,A,B,Player A
1703263192.6708286,B,A,Null,B,Player A
1703544944.801636,B,A,B,B,Player B
1704255665.8786001,B,B,Null,B,Player A
1703311129.3799,B,A,Null,A,Player B
1703194689.6088898,B,B,Null,B,Player B
1702789282.1293852,B,A,B,B,Player B
1704263271.1960022,B,A,Null,A,Player A
1703396904.554795,B,A,Null,B,Player A
1704104179.7969003,B,A,A,B,Player B
1703465295.229882,B,A,Null,B,Player B
1703297979.2993948,B,A,Null,B,Player B
1703180595.9511786,B,A,Null,B,Player B
1702970873.5725036,B,A,A,B,Player B
1703338139.084484,B,A,Null,B,Player B
1703584170.102725,B,B,Null,B,Player A
1703721989.422468,B,A,Null,B,Player B
1703095768.909335,B,A,Null,B,Player A
1703409536.5679476,B,B,Null,B,Player B
1703507348.7158906,A,A,Null,B,Player B
1704327513.7919128,B,A,Null,B,Player A
1704003827.755245,B,B,Null,B,Player B
1703011117.802456,B,A,A,B,Player B
1702844258.1625936,B,B,Null,B,Player B
1704190272.154806,B,A,Null,B,Player B
1704290039.8334124,B,A,Null,B,Player A
1704348126.597727,B,A,B,B,Player A
1703857687.8749526,B,A,Null,B,Player B
1703031868.9328349,B,A,B,B,Player B
1703587494.186719,B,A,Null,B,Player A
1703550313.7654405,B,A,A,B,Player B
1703062357.053832,B,A,A,B,Player A
1702982721.9435837,B,A,Null,B,Player B
1704343941.5614722,B,A,Null,A,Player A
1703062703.198127,B,B,Null,B,Player B
1703054655.752136,B,A,A,B,Player B
1704071078.4228053,B,A,Null,B,Player B
1703594808.739536,B,A,B,B,Player A
1703387100.8166952,B,A,B,B,Player B
1703181817.120809,B,A,A,B,Player B
1703777024.9884923,B,A,B,B,Player B
1703943532.0776563,B,B,Null,B,Player A
1703274363.9417236,B,B,Null,B,Player A
1704040628.071511,B,A,Null,A,Player A
1703280572.7820172,B,B,Null,B,Player B
1703228861.9897316,B,B,Null,B,Player B
1702939554.128792,B,B,Null,B,Player B
1704087653.8864062,B,A,Null,B,Player A
1703631772.8151999,B,A,Null,A,Player A
1703752122.5892553,B,A,Null,B,Player B
1703752035.3669336,B,A,A,B,Player B
1703608686.355428,A,A,Null,B,Player A
1703052695.592471,A,A,Null,B,Player B
1703800712.9616504,B,A,Null,B,Player B
1702883055.0200374,B,A,A,B,Player B
1703821282.562911,B,A,Null,A,Player B
1703490598.5621965,B,B,Null,B,Player B
1703207776.1393404,B,A,Null,B,Player A
1703522946.854339,B,A,Null,B,Player A
1703213213.5567117,A,A,Null,B,Player A
1702825263.7748985,B,B,Null,B,Player B
1703109989.1009717,B,A,Null,B,Player B
1703867349.0979638,B,B,Null,B,Player B
1703415687.6923697,B,A,Null,B,Player A
1702822193.0611064,B,A,Null,B,Player B
1703332587.2089067,B,B,Null,B,Player A
1703402026.9809442,A,A,Null,B,Player B
1704169922.0121293,B,A,Null,B,Player A
1703877839.047261,B,A,A,B,Player B
1703327238.800426,B,A,Null,B,Player B
1702833836.565403,B,B,Null,B,Player B
1704089949.0667586,B,A,Null,B,Player B
1703223179.4897804,B,A,Null,B,Player A
1703336663.446729,B,B,Null,B,Player A
1703783685.8005102,B,A,Null,B,Player A
1703005913.7614577,A,A,Null,A,Player B
1704043923.3092802,B,A,Null,B,Player A
1703100247.4480302,B,A,Null,B,Player A
1703049815.9664793,A,A,Null,B,Player A
1703391598.7851663,B,B,Null,B,Player A
1703730853.5169938,B,A,A,B,Player A
1702945565.165036,B,B,Null,B,Player A
1703132097.5975034,B,A,A,B,Player B
1703581761.421948,B,A,Null,B,Player B
1704217990.6279156,B,B,Null,B,Player A
1704020880.2990735,B,A,Null,B,Player A
1704039750.1267288,B,A,Null,A,Player A
1704157878.1315913,B,A,Null,B,Player A
1703983059.1314914,B,A,A,B,Player A
1703373944.8807855,B,A,Null,A,Player B
1703113888.7199614,B,A,B,B,Player A
1703186844.2285066,A,A,Null,A,Player B
1703016336.6803052,B,B,Null,B,Player A
1703602004.3224084,A,A,Null,B,Player B
1703571651.679687,B,A,A,B,Player A
1704034113.2666273,A,A,Null,B,Player A
1703102475.2544203,B,A,A,B,Player B
1703858884.837261,B,A,B,B,Player A
1702953734.9268425,B,B,Null,B,Player A
1703488359.2544913,A,A,Null,B,Player B
1702930371.154591,A,A,Null,B,Player A
1703956404.983771,B,A,Null,B,Player A
1703772903.3532953,B,A,Null,B,Player A
1704247354.3218806,B,A,Null,B,Player A
1703603942.3650446,A,A,Null,B,Player B
1703586204.2158177,B,A,Null,A,Player B
1703671019.5341241,B,A,A,B,Player B
1702890215.6017992,B,A,A,B,Player A
1703882576.8718796,B,B,Null,B,Player A
1703287839.4535408,B,A,Null,B,Player B
1702695613.956791,A,A,Null,B,Player B
1703194138.3561947,B,B,Null,B,Player A
1703380438.333867,B,B,Null,B,Player B
1703123310.899126,B,A,Null,B,Player A
1703245768.3176649,B,A,B,B,Player A
1704059617.1977322,B,A,Null,A,Player B
1703600726.7221978,B,A,B,B,Player A
1704032713.074124,B,A,Null,B,Player A
1704027411.4851968,B,A,Null,B,Player A
1703696310.029922,B,A,Null,A,Player B
1703472324.0331638,B,A,B,B,Player A
1703365128.27969,B,A,B,B,Player A
1704230863.0569513,B,A,Null,B,Player A
1704025440.9720252,B,A,B,B,Player A
1704178279.6032124,B,A,Null,B,Player A
1703215096.93029,B,B,Null,B,Player A
1704038170.658696,B,B,Null,B,Player B
1703578382.7998922,A,A,Null,A,Player A
1703727103.0810094,B,B,Null,B,Player A
1703159791.257054,B,A,A,B,Player B
1704220923.2064877,B,A,Null,A,Player A
1704194098.3067553,B,A,Null,B,Player A
1704081596.8078835,B,A,Null,B,Player A
1703586107.147202,B,A,Null,B,Player A
1703510301.18787,B,B,Null,B,Player A
1703282165.8432589,B,B,Null,B,Player B
1703508122.9969816,B,A,B,B,Player B
1703078515.345678,B,A,A,B,Player A
1703459190.1036956,B,B,Null,B,Player B
1702870587.3586943,B,B,Null,B,Player B
1702798472.5637836,B,B,Null,B,Player A
1703823535.104735,A,A,Null,B,Player B
1702833751.369703,B,A,A,B,Player A
1703259647.862407,B,B,Null,B,Player A
1703541161.5397758,B,B,Null,B,Player B
1702808929.7197468,B,A,Null,B,Player B
1703291435.5105267,B,A,A,B,Player A
1703266668.6643133,B,A,Null,A,Player B
1704190686.8625755,B,A,Null,A,Player A
1703787547.0535035,B,A,Null,B,Player B
1703460617.220338,B,A,A,B,Player B
1703845746.587862,A,A,Null,B,Player B
1703021138.8719316,B,B,Null,B,Player A
1703219070.2682564,B,A,Null,B,Player A
1703273990.2448058,B,B,Null,B,Player A
1703992748.8197901,B,A,B,B,Player B
1704293827.7640665,B,B,Null,B,Player A
1703534240.1884048,A,A,Null,B,Player A
1703716919.222103,B,A,A,B,Player A
1703664670.4376507,B,B,Null,B,Player A
1704030786.4958227,B,A,B,B,Player B
1703516628.6300004,A,A,Null,B,Player B
1703942160.124721,B,A,B,B,Player A
1703608225.3313313,B,A,Null,B,Player A
1702960840.9801822,A,A,Null,A,Player A
1703740317.887199,A,A,Null,A,Player B
1704276056.1947541,B,B,Null,B,Player B
1703533933.930209,B,A,A,B,Player B
1703297708.401132,B,A,B,B,Player A
1703119491.626692,B,A,A,B,Player A
1702941034.4485185,B,B,Null,B,Player B
1703712533.0575294,B,A,A,B,Player A
1703831366.844092,B,A,B,B,Player A
1702693452.271445,B,B,Null,B,Player B
1702908924.3426108,A,A,Null,B,Player B
1704251718.3791795,B,A,Null,B,Player A
1704064191.501713,A,A,Null,B,Player B
1704294663.1105514,B,B,Null,B,Player B
1704053896.7099838,B,B,Null,B,Player A
1703961696.8708446,B,A,Null,B,Player A
1703985371.3274271,A,A,Null,B,Player A
1703073712.1619966,B,A,Null,A,Player B
1704051755.1033442,B,A,Null,B,Player A
1703253330.6189172,B,B,Null,B,Player A
1702865275.2666156,B,A,A,B,Player B
1703731282.752156,B,A,B,B,Player B
1704289210.4677615,B,A,Null,B,Player B
1704125970.6574667,B,B,Null,B,Player B
1704287111.5032983,B,A,A,B,Player A
1703716268.7850502,A,A,Null,B,Player A
1704144808.3171616,B,A,B,B,Player A
1703793972.1770093,B,A,Null,B,Player B
1703808248.6726267,B,A,B,B,Player B
1703681168.6745584,A,A,Null,B,Player A
1703877077.440635,A,A,Null,B,Player A
1703732035.1733851,A,A,Null,B,Player B
1704247440.520269,B,A,B,B,Player B
1704056126.665395,B,A,Null,B,Player A
1704276602.314517,B,A,Null,B,Player A
1703881473.5865955,A,A,Null,A,Player B
1704092606.422418,B,A,B,B,Player A
1704217070.7350178,B,B,Null,B,Player A
1702860162.6772494,B,A,B,B,Player A
1704194183.2950196,B,B,Null,B,Player B
1702974213.5218296,B,A,A,B,Player A
1702867896.3558383,B,B,Null,B,Player B
1702812561.8781736,B,B,Null,B,Player A
1704239221.9513595,B,A,Null,B,Player B
1702918850.222303,B,B,Null,B,Player A
1703284980.4740374,B,A,B,B,Player B
1703969417.2063725,B,A,A,B,Player A
1703553577.4913404,B,A,Null,B,Player A
1702892479.8096,B,A,A,B,Player A
1703183869.5703306,B,A,Null,B,Player A
1704245668.3558848,A,A,Null,B,Player A
1703276240.1911979,B,A,Null,B,Player A
1702933019.0014732,B,A,A,B,Player B
1703978531.0390913,A,A,Null,B,Player A
1702796252.7072785,B,B,Null,B,Player A
1703584341.3004348,B,A,Null,B,Player B
1703259726.9877858,B,A,B,B,Player B
1702906486.6770575,B,A,Null,B,Player A
1704170757.9778905,B,A,A,B,Player A
1703448865.1953666,B,A,Null,A,Player A
1703673393.2956772,B,A,A,B,Player A
1704026651.6312044,B,A,Null,A,Player B
1703449271.620587,B,A,A,B,Player A
1704131005.7840924,B,A,Null,B,Player A
1703412854.0063322,B,A,Null,A,Player A
1704133734.9497297,B,A,Null,B,Player A
1704354313.4484751,A,A,Null,B,Player B
1702964506.0005338,B,A,B,B,Player B
1703530791.1457767,B,A,A,B,Player B
1703188300.9698126,A,A,Null,B,Player A
1704155205.2048442,B,A,Null,B,Player B
1703962023.6636872,B,B,Null,B,Player B
1704331231.447068,B,A,Null,B,Player A
1702855705.5357149,B,B,Null,B,Player A
1703768762.6246085,B,A,B,B,Player A
1704334864.9730444,A,A,Null,A,Player A
1704009308.6193297,B,A,Null,B,Player A
1703439353.0850766,B,A,Null,A,Player A
1703586392.6894605,B,B,Null,B,Player A
1703026197.322518,B,A,A,B,Player B
1704042138.2084455,B,A,Null,A,Player A
1703715721.5565715,B,A,Null,B,Player B
1702645641.2533271,B,A,Null,B,Player A
1702963512.5462902,B,A,Null,B,Player B
1703963879.792334,B,A,A,B,Player A
1702988791.878584,B,A,Null,B,Player B
1704095743.6449678,B,B,Null,B,Player A
1703010935.106596,B,A,A,B,Player B
1703217685.1579473,B,A,Null,B,Player B
1703221124.8575847,B,A,B,B,Player A
1703102310.937615,B,A,Null,B,Player B
1702952888.5782309,B,A,B,B,Player A
1703041323.9316075,B,A,Null,B,Player A
1703085160.3369832,B,A,B,B,Player A
1703965520.6248415,B,A,Null,B,Player A
1703172939.5514557,A,A,Null,B,Player A
1703893859.0426462,B,A,Null,B,Player B
1704038549.0748434,B,B,Null,B,Player A
1703789120.3544044,A,A,Null,A,Player B
1703713807.9353242,B,A,Null,B,Player A
1703645867.3765469,B,B,Null,B,Player B
1703052775.5941556,B,A,A,B,Player A
1703971298.0557985,B,B,Null,B,Player A
1702940869.3468018,B,B,Null,B,Player B
1703813352.1165836,B,B,Null,B,Player B
1704204545.1976843,B,B,Null,B,Player B
1702980073.9988546,B,A,Null,B,Player A
1704242183.5607812,B,B,Null,B,Player A
1703776297.895765,B,A,A,B,Player B
1703693864.69282,A,A,Null,B,Player A
1703361600.9775035,B,A,Null,B,Player A
1703861072.4333549,B,B,Null,B,Player A
1703667614.7664964,B,A,Null,B,Player B
1703455661.4820695,B,A,Null,B,Player A
1703828202.7187183,B,A,B,B,Player A
1702840923.2191489,B,B,Null,B,Player A
1704355061.3183687,B,B,Null,B,Player A
1704184690.5018675,B,A,Null,B,Player B
1704080467.161136,B,B,Null,B,Player A
1703018969.9323976,B,B,Null,B,Player A
1703962339.967958,B,A,A,B,Player A
1703297892.011274,B,B,Null,B,Player B
1703073027.9603963,B,B,Null,B,Player A
1703853792.1641788,B,A,Null,A,Player A
1703042876.5736277,B,A,Null,A,Player B
1704358121.0687046,B,A,Null,B,Player A
1703894488.7604365,B,A,B,B,Player B
1702901390.024189,B,B,Null,B,Player B
1703444639.5110736,B,A,A,B,Player B
1703962262.850505,B,A,B,B,Player B
1703008504.7276168,A,A,Null,B,Player A
1704033377.665526,B,A,Null,B,Player B
1703606567.722009,B,B,Null,B,Player A
1704266706.4530377,B,A,Null,A,Player A
1703869905.470015,B,A,Null,B,Player B
1703190732.1658509,B,B,Null,B,Player A
1703355822.6501932,B,A,B,B,Player B
1704007475.1986983,B,A,A,B,Player A
1703732292.4079568,B,A,Null,B,Player B
1704248441.4151597,B,A,Null,B,Player A
1703840538.112656,B,B,Null,B,Player A
1704253445.6287491,B,A,Null,B,Player B
1702827617.6610112,B,A,A,B,Player B
1703629281.3149269,B,B,Null,B,Player B
1703454537.7417035,A,A,Null,B,Player A
1703513911.6521099,A,A,Null,A,Player B
1704295509.8879392,B,B,Null,B,Player B
1703995427.565362,B,A,Null,B,Player A
1702992990.7865481,B,B,Null,B,Player B
1703634692.9979753,B,A,Null,B,Player A
1703934692.2339916,B,B,Null,B,Player B
1704220758.5109613,B,A,Null,B,Player A
1703981709.6930897,B,A,Null,B,Player A
1703157766.1874733,B,A,Null,A,Player A
1702854961.97798,B,B,Null,B,Player B
1704072596.7926137,B,A,Null,B,Player B
1704162222.4899359,B,A,Null,B,Player A
1702803053.3681657,A,A,Null,B,Player A
1703993908.8739972,B,A,B,B,Player A
1703118738.1073308,B,A,Null,B,Player B
1703822877.6702166,B,A,Null,A,Player B
1704152978.0703561,B,B,Null,B,Player A
1704032886.4262192,B,A,B,B,Player A
1704222718.6258342,B,A,Null,B,Player A
1703906077.9168217,A,A,Null,B,Player B
1704173181.7085655,B,A,Null,A,Player B
1702872693.3328626,B,A,Null,B,Player A
1703074908.1878943,B,A,B,B,Player A
1703818224.354579,B,A,Null,B,Player A
1702642453.4640424,B,A,Null,B,Player A
1703593899.2473595,A,A,Null,B,Player A
1704152132.9624326,B,A,Null,B,Player A
1703364965.211737,B,A,Null,B,Player A
1703768849.525041,B,B,Null,B,Player B
1703614480.8715618,B,A,B,B,Player B
1703230902.491264,A,A,Null,B,Player B
1703369376.2750685,B,B,Null,B,Player A
1703551896.1318257,B,A,Null,B,Player B
1703101815.4883802,B,A,Null,B,Player B
1702963425.6803627,B,B,Null,B,Player B
1703261596.0716414,B,B,Null,B,Player B
1704160776.7392898,B,B,Null,B,Player A
1703108203.0530455,B,A,Null,A,Player A
1703221380.9398625,B,A,B,B,Player A
1703168340.851844,A,A,Null,A,Player A
1703015683.2855902,B,A,Null,B,Player B
1703240198.9247804,B,A,Null,B,Player B
1702895261.4949028,B,A,Null,B,Player B
1703047257.4182007,B,A,A,B,Player B
